0.12939,0,0.01
0.12939,0,0.012139
0.12939,0,0.01423
0.12939,0,0.016357
0.12939,0,0.018436
0.12939,0,0.02055
0.12939,0,0.022618
0.12939,0,0.024721
0.12939,0,0.026777
0.12939,0,0.028869
0.12939,0,0.030914
0.12939,0,0.032995
0.12939,0.00017798,0.035029
0.12939,0.00043424,0.037099
0.12939,0.00072179,0.039122
0.12938,0.0010885,0.041181
0.12938,0.0014812,0.043195
0.12937,0.0019174,0.045243
0.12937,0.0023795,0.047247
0.12936,0.0028859,0.049285
0.12934,0.0034537,0.051278
0.12932,0.0040679,0.053307
0.1293,0.0047043,0.055291
0.12927,0.0054279,0.057309
0.12924,0.0061723,0.059284
0.1292,0.0070083,0.061293
0.12915,0.0078619,0.063258
0.12909,0.0088123,0.065258
0.12902,0.0097818,0.067215
0.12893,0.010855,0.069206
0.12883,0.011991,0.071154
0.12871,0.013242,0.073136
0.12857,0.014561,0.075076
0.1284,0.015953,0.07705
0.12821,0.017449,0.07902
0.12798,0.019019,0.080947
0.12772,0.020736,0.082909
0.1274,0.022606,0.084829
0.12702,0.024651,0.086783
0.12658,0.026803,0.088695
0.12658,0.026803,0.090641
0.12658,0.026803,0.092546
0.12658,0.026803,0.094485
0.12658,0.026803,0.096383
0.12658,0.026803,0.098315
0.12658,0.026803,0.10021
0.12658,0.026803,0.10213
0.12658,0.026803,0.10402
0.12658,0.026803,0.10593
0.12658,0.026803,0.10781
0.12658,0.026803,0.10972
0.12658,0.026803,0.1116
0.12658,0.026803,0.1135
0.12658,0.026803,0.11537
0.12658,0.026803,0.11727
0.1265,0.027189,0.11913
0.12644,0.027464,0.12103
0.1264,0.027661,0.12288
0.12637,0.027789,0.12477
0.12636,0.027848,0.12662
0.12636,0.027846,0.12851
0.12637,0.027782,0.13035
0.1264,0.027655,0.13223
0.12644,0.027475,0.13407
0.12649,0.027233,0.13595
0.12656,0.026906,0.13778
0.12664,0.026519,0.13965
0.12673,0.026076,0.14152
0.12683,0.025586,0.14335
0.12695,0.024994,0.14522
0.12707,0.024361,0.14704
0.12721,0.023657,0.14891
0.12735,0.022872,0.15073
0.1275,0.022013,0.15259
0.12766,0.02107,0.15441
0.12783,0.020042,0.15626
0.128,0.018927,0.15808
0.12817,0.017717,0.15993
0.12834,0.016408,0.16174
0.12852,0.014936,0.16359
0.12869,0.013408,0.16541
0.12886,0.011692,0.16725
0.12901,0.0098387,0.16906
0.12915,0.0078311,0.17091
0.12926,0.0056535,0.17271
0.12926,0.0056535,0.17456
0.12926,0.0056535,0.17636
0.12926,0.0056535,0.1782
0.12926,0.0056535,0.18001
0.12926,0.0056535,0.18185
0.12926,0.0056535,0.18365
0.12926,0.0056535,0.18549
0.12926,0.0056535,0.18729
0.12926,0.0056535,0.18913
0.12926,0.0056535,0.19093
0.12926,0.0056535,0.19276
0.12926,0.0056535,0.19456
0.12926,0.0056535,0.1964
0.12926,0.0056535,0.1982
0.12926,0.0056535,0.20004
